matchday,penalty_taker,penalty_taker_position,penalty_taker_club,goalkeeper,score_before_penalty,minute,home_team,away_team,final_score,season,scored
9,Günter Sebert,Libero,SV Waldhof Mannheim,Uwe Kamps,0:0,32',SV Waldhof Mannheim,Borussia Mönchengladbach,1:1 ,1986/1987,0
10,Michael Lameck,Defensives Mittelfeld,VfL Bochum,Rüdiger Vollborn,2:0,43',VfL Bochum,Bayer 04 Leverkusen,2:1 ,1986/1987,0
14,Wolfram Wuttke,Hängende Spitze,1.FC Kaiserslautern,Rudi Kargus,3:1,88',1.FC Kaiserslautern,Fortuna Düsseldorf,3:1 ,1986/1987,0
16,Tony Woodcock,Mittelstürmer,1.FC Köln,Uwe Kamps,3:0,80',Borussia Mönchengladbach,1.FC Köln,3:1 ,1986/1987,0
17,Egon Flad,Mittelfeld,Blau-Weiß 90 Berlin,Klaus Scherer,1:0,60',FC 08 Homburg,Blau-Weiß 90 Berlin,2:1 ,1986/1987,0
17,Michael Lameck,Defensives Mittelfeld,VfL Bochum,Rudi Kargus,0:2,76',Fortuna Düsseldorf,VfL Bochum,0:4 ,1986/1987,0
17,Roman Wojcicki,Libero,FC 08 Homburg,Reinhard Mager,2:1,84',FC 08 Homburg,Blau-Weiß 90 Berlin,2:1 ,1986/1987,0
20,Roman Wojcicki,Libero,FC 08 Homburg,Walter Junghans,0:0,44',FC Schalke 04,FC 08 Homburg,4:0 ,1986/1987,0
18,Martin Kree,Innenverteidiger,Bayer 04 Leverkusen,Stefan Brasas,1:0,12',1.FC Saarbrücken,Bayer 04 Leverkusen,3:1 ,1992/1993,0
20,Ingo Anderbrügge,Linkes Mittelfeld,FC Schalke 04,Dirk Heyne,2:0,74',Borussia Mönchengladbach,FC Schalke 04,2:0 ,1992/1993,0
23,Gunther Metz,Rechter Verteidiger,Karlsruher SC,Rüdiger Vollborn,1:1,34',Karlsruher SC,Bayer 04 Leverkusen,1:1 ,1992/1993,0
23,Martin Kree,Innenverteidiger,Bayer 04 Leverkusen,Oliver Kahn,1:1,43',Karlsruher SC,Bayer 04 Leverkusen,1:1 ,1992/1993,0
32,Guido Buchwald,Innenverteidiger,VfB Stuttgart,Uwe Kamps,2:2,52',VfB Stuttgart,Borussia Mönchengladbach,3:2 ,1992/1993,0
27,Papiss Demba Cissé,Mittelstürmer,SC Freiburg,Thomas Kraft,0:1,14',SC Freiburg,FC Bayern München,1:2 ,2010/2011,0
27,Nuri Sahin,Defensives Mittelfeld,Borussia Dortmund,Christian Wetklo,1:0,19',Borussia Dortmund,1.FSV Mainz 05,1:1 ,2010/2011,0
30,Sandro Wagner,Mittelstürmer,SV Werder Bremen,Manuel Neuer,0:0,59',SV Werder Bremen,FC Schalke 04,1:1 ,2010/2011,0
34,Lucas Barrios,Mittelstürmer,Borussia Dortmund,Ralf Fährmann,0:0,12',Borussia Dortmund,Eintracht Frankfurt,3:1 ,2010/2011,0
34,Torsten Frings,Defensives Mittelfeld,SV Werder Bremen,Kevin Trapp,3:1,52',1.FC Kaiserslautern,SV Werder Bremen,3:2 ,2010/2011,0
34,Dedê,Linker Verteidiger,Borussia Dortmund,Ralf Fährmann,2:1,81',Borussia Dortmund,Eintracht Frankfurt,3:1 ,2010/2011,0
26,Lars Hermel,Libero,SC Freiburg,Wolfgang de Beer,2:1,82',Borussia Dortmund,SC Freiburg,2:1 ,1998/1999,0
27,Stefan Effenberg,Zentrales Mittelfeld,FC Bayern München,Oka Nikolov,:,-,FC Bayern München,Eintracht Frankfurt,3:1 ,1998/1999,0
29,Jan Heintze,Linker Verteidiger,Bayer 04 Leverkusen,Gábor Király,1:1,45',Bayer 04 Leverkusen,Hertha BSC,2:2 ,1998/1999,0
31,Levan Tskitishvili,Linkes Mittelfeld,SC Freiburg,Thorsten Albustin,1:1,80',SC Freiburg,Borussia Mönchengladbach,2:1 ,1998/1999,0
31,Tomasz Hajto,Innenverteidiger,MSV Duisburg,Oliver Reck,0:0,90',MSV Duisburg,FC Schalke 04,1:2 ,1998/1999,0
2,Thomas Kroth,Zentrales Mittelfeld,Eintracht Frankfurt,Rüdiger Vollborn,2:0,75',Eintracht Frankfurt,Bayer 04 Leverkusen,2:0 ,1984/1985,0
6,Hans-Günter Bruns,Libero,Borussia Mönchengladbach,Bernd Fuhr,0:1,42',Borussia Mönchengladbach,Karlsruher SC,3:3 ,1984/1985,0
6,Gerd Zewe,Rechter Verteidiger,Fortuna Düsseldorf,Dieter Burdenski,2:1,52',Fortuna Düsseldorf,SV Werder Bremen,3:2 ,1984/1985,0
6,Frank Mill,Mittelstürmer,Borussia Mönchengladbach,Bernd Fuhr,3:3,67',Borussia Mönchengladbach,Karlsruher SC,3:3 ,1984/1985,0
11,Nico Claesen,Mittelstürmer,VfB Stuttgart,Jürgen Pahl,4:2,90',VfB Stuttgart,Eintracht Frankfurt,4:2 ,1984/1985,0
13,Stephan Engels,Defensives Mittelfeld,1.FC Köln,Ulrich Sude,0:1,13',1.FC Köln,Borussia Mönchengladbach,1:5 ,1984/1985,0
13,Klaus Allofs,Mittelstürmer,1.FC Köln,Ulrich Sude,0:3,22',1.FC Köln,Borussia Mönchengladbach,1:5 ,1984/1985,0
14,Peter Lux,Mittelfeld,Eintracht Braunschweig,Wolfgang Kneib,0:0,70',Eintracht Braunschweig,Arminia Bielefeld,0:0 ,1984/1985,0
14,Martin Trieb,Linkes Mittelfeld,Eintracht Frankfurt,Eike Immel,1:1,70',Eintracht Frankfurt,Borussia Dortmund,2:1 ,1984/1985,0
15,Günter Sebert,Libero,SV Waldhof Mannheim,Ulrich Sude,0:3,40',SV Waldhof Mannheim,Borussia Mönchengladbach,1:3 ,1984/1985,0
1,Pierre Littbarski,Offensives Mittelfeld,1.FC Köln,Wolfgang Kneib,1:2,79',1.FC Köln,Arminia Bielefeld,2:3 ,1983/1984,0
1,Horst Feilzer,Mittelfeld,KFC Uerdingen 05,Rudi Kargus,2:4,90',1.FC Nürnberg,KFC Uerdingen 05,2:4 ,1983/1984,0
2,Horst Feilzer,Mittelfeld,KFC Uerdingen 05,Joachim Jüriens,3:2,73',KFC Uerdingen 05,Eintracht Frankfurt,5:2 ,1983/1984,0
4,Rüdiger Wenzel,Mittelstürmer,Fortuna Düsseldorf,Rudi Kargus,2:1,84',Fortuna Düsseldorf,1.FC Nürnberg,2:1 ,1983/1984,0
9,Uwe Bein,Offensives Mittelfeld,Kickers Offenbach,Eike Immel,3:0,75',Borussia Dortmund,Kickers Offenbach,4:1 ,1983/1984,0
11,Karl-Heinz Körbel,Innenverteidiger,Eintracht Frankfurt,Ulrich Sude,1:0,18',Eintracht Frankfurt,Borussia Mönchengladbach,1:1 ,1983/1984,0
13,Karl Allgöwer,Zentrales Mittelfeld,VfB Stuttgart,Rudi Kargus,0:0,13',VfB Stuttgart,1.FC Nürnberg,7:0 ,1983/1984,0
14,Christian Schreier,Offensives Mittelfeld,VfL Bochum,Werner Vollack,0:1,50',VfL Bochum,KFC Uerdingen 05,2:2 ,1983/1984,0
15,Marcel Raducanu,Offensives Mittelfeld,Borussia Dortmund,Toni Schumacher,0:0,40',Borussia Dortmund,1.FC Köln,0:0 ,1983/1984,0
18,Uwe Reinders,Mittelstürmer,SV Werder Bremen,Uwe Zimmermann,:,-,SV Werder Bremen,SV Waldhof Mannheim,5:0 ,1983/1984,0
31,Bruno Labbadia,Mittelstürmer,SV Werder Bremen,Andreas Menger,3:0,85',SV Werder Bremen,1.FC Köln,3:0 ,1997/1998,0
32,Georgi Donkov,Mittelstürmer,VfL Bochum,Simon Jentzsch,1:2,45',VfL Bochum,Karlsruher SC,3:3 ,1997/1998,0
34,Dariusz Wosz,Offensives Mittelfeld,VfL Bochum,Michael Hofmann,0:0,29',VfL Bochum,TSV 1860 München,1:0 ,1997/1998,0
34,Stefan Reuter,Rechtes Mittelfeld,Borussia Dortmund,Oliver Kahn,0:0,33',FC Bayern München,Borussia Dortmund,4:0 ,1997/1998,0
34,Kjetil Rekdal,Defensives Mittelfeld,Hertha BSC,Gintaras Stauce,0:1,55',Hertha BSC,MSV Duisburg,1:3 ,1997/1998,0
20,Lothar Matthäus,Defensives Mittelfeld,FC Bayern München,Uwe Zimmermann,1:2,90',SV Waldhof Mannheim,FC Bayern München,1:2 ,1987/1988,0
25,Olaf Thon,Zentrales Mittelfeld,FC Schalke 04,Rüdiger Vollborn,0:1,8',Bayer 04 Leverkusen,FC Schalke 04,3:2 ,1987/1988,0
26,Frank Pagelsdorf,Mittelfeld,Borussia Dortmund,Toni Schumacher,3:0,87',FC Schalke 04,Borussia Dortmund,3:0 ,1987/1988,0
29,Günter Güttler,Libero,SV Waldhof Mannheim,Ralf Raps,0:0,21',SV Waldhof Mannheim,Hannover 96,2:1 ,1987/1988,0
32,Robert Prytz,Zentrales Mittelfeld,KFC Uerdingen 05,Raimond Aumann,0:0,51',KFC Uerdingen 05,FC Bayern München,0:0 ,1987/1988,0
33,Martin Kree,Innenverteidiger,VfL Bochum,Werner Vollack,0:0,19',FC 08 Homburg,VfL Bochum,1:1 ,1987/1988,0
34,Harald Kohr,Mittelstürmer,1.FC Kaiserslautern,Uwe Kamps,0:0,43',1.FC Kaiserslautern,Borussia Mönchengladbach,5:2 ,1987/1988,0
1,Sven Demandt,Mittelstürmer,Bayer 04 Leverkusen,Rolf Meyer,0:0,18',Bayer 04 Leverkusen,Borussia Dortmund,1:0 ,1989/1990,0
1,Uwe Leifeld,Mittelstürmer,VfL Bochum,Bodo Illgner,0:1,90',VfL Bochum,1.FC Köln,0:1 ,1989/1990,0
4,Uwe Bein,Offensives Mittelfeld,Eintracht Frankfurt,Ralf Zumdick,0:0,1',Eintracht Frankfurt,VfL Bochum,4:0 ,1989/1990,0
6,Anthony Baffoe,Offensives Mittelfeld,Fortuna Düsseldorf,Kurt Kowarz,0:0,68',1.FC Nürnberg,Fortuna Düsseldorf,3:0 ,1989/1990,0
7,Rune Bratseth,Libero,SV Werder Bremen,Alexander Famulla,0:0,15',SV Werder Bremen,Karlsruher SC,4:0 ,1989/1990,0
7,Sven Demandt,Mittelstürmer,Bayer 04 Leverkusen,Uwe Zimmermann,1:0,29',Bayer 04 Leverkusen,SV Waldhof Mannheim,3:0 ,1989/1990,0
11,Wynton Rufer,Mittelstürmer,SV Werder Bremen,Ulrich Stein,0:0,9',SV Werder Bremen,Eintracht Frankfurt,1:2 ,1989/1990,0
11,Mike Büskens,Linkes Mittelfeld,Fortuna Düsseldorf,Michael Serr,1:1,78',Fortuna Düsseldorf,1.FC Kaiserslautern,1:1 ,1989/1990,0
15,Uwe Wegmann,Mittelstürmer,VfL Bochum,Uwe Kamps,0:2,69',Borussia Mönchengladbach,VfL Bochum,1:2 ,1989/1990,0
15,Dr. Reiner Wirsching,Mittelstürmer,1.FC Nürnberg,Eike Immel,0:1,77',1.FC Nürnberg,VfB Stuttgart,0:2 ,1989/1990,0
20,Olaf Thon,Zentrales Mittelfeld,FC Bayern München,Eberhard Trautner,1:0,27',VfB Stuttgart,FC Bayern München,1:2 ,1988/1989,0
20,Fritz Walter,Mittelstürmer,VfB Stuttgart,Raimond Aumann,1:0,29',VfB Stuttgart,FC Bayern München,1:2 ,1988/1989,0
23,Michael Zorc,Defensives Mittelfeld,Borussia Dortmund,Oliver Reck,0:0,2',Borussia Dortmund,SV Werder Bremen,3:1 ,1988/1989,0
23,Dieter Eckstein,Mittelstürmer,Eintracht Frankfurt,Andreas Köpke,1:0,59',1.FC Nürnberg,Eintracht Frankfurt,1:1 ,1988/1989,0
24,Dieter Eckstein,Mittelstürmer,Eintracht Frankfurt,Ralf Zumdick,0:0,23',Eintracht Frankfurt,VfL Bochum,1:1 ,1988/1989,0
24,Egon Flad,Mittelfeld,FC St. Pauli,Gerry Ehrmann,0:0,81',1.FC Kaiserslautern,FC St. Pauli,1:0 ,1988/1989,0
27,Karl Allgöwer,Zentrales Mittelfeld,VfB Stuttgart,Ulrich Stein,1:3,88',Eintracht Frankfurt,VfB Stuttgart,1:3 ,1988/1989,0
29,Wolfram Wuttke,Hängende Spitze,1.FC Kaiserslautern,Ulrich Stein,0:0,25',Eintracht Frankfurt,1.FC Kaiserslautern,3:2 ,1988/1989,0
31,Egon Flad,Mittelfeld,FC St. Pauli,Kari Laukkanen,1:0,32',FC St. Pauli,Stuttgarter Kickers,1:0 ,1988/1989,0
31,Karl Allgöwer,Zentrales Mittelfeld,VfB Stuttgart,Gerry Ehrmann,0:0,34',VfB Stuttgart,1.FC Kaiserslautern,3:1 ,1988/1989,0
15,Stefan Reuter,Rechtes Mittelfeld,FC Bayern München,Ralf Eilenberger,2:0,30',FC Bayern München,SG Wattenscheid 09,7:0 ,1990/1991,0
20,Rainer Ernst,Offensives Mittelfeld,1.FC Kaiserslautern,Wolfgang de Beer,1:1,49',1.FC Kaiserslautern,Borussia Dortmund,2:2 ,1990/1991,0
21,Olaf Thon,Zentrales Mittelfeld,FC Bayern München,Oliver Kahn,3:0,68',FC Bayern München,Karlsruher SC,3:0 ,1990/1991,0
22,Ralf Loose,Libero,Fortuna Düsseldorf,Walter Junghans,4:2,90',Fortuna Düsseldorf,Hertha BSC,4:2 ,1990/1991,0
29,Dieter Eckstein,Mittelstürmer,1.FC Nürnberg,Richard Golz,3:1,90',1.FC Nürnberg,Hamburger SV,3:1 ,1990/1991,0
30,Thomas Kastenmaier,Rechter Verteidiger,Borussia Mönchengladbach,Volker Ippig,1:1,85',Borussia Mönchengladbach,FC St. Pauli,1:1 ,1990/1991,0
32,Marcel Witeczek,Mittelstürmer,KFC Uerdingen 05,Wolfgang de Beer,0:0,45',Borussia Dortmund,KFC Uerdingen 05,1:0 ,1990/1991,0
33,Wolfgang Funkel,Innenverteidiger,KFC Uerdingen 05,Marco Sejna,0:0,10',KFC Uerdingen 05,Hertha BSC,1:2 ,1990/1991,0
33,Holger Fach,Libero,KFC Uerdingen 05,Marco Sejna,0:1,29',KFC Uerdingen 05,Hertha BSC,1:2 ,1990/1991,0
33,Jörg Dittwar,Defensives Mittelfeld,1.FC Nürnberg,Raimond Aumann,0:1,57',1.FC Nürnberg,FC Bayern München,0:1 ,1990/1991,0
1,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Dieter Burdenski,2:4,67',Borussia Mönchengladbach,SV Werder Bremen,2:4 ,1981/1982,0
1,Paul Breitner,Zentrales Mittelfeld,FC Bayern München,Uwe Greiner,6:2,75',FC Bayern München,Bayer 04 Leverkusen,6:2 ,1981/1982,0
2,Horst Weyerich,Libero,1.FC Nürnberg,Toni Schumacher,1:1,73',1.FC Nürnberg,1.FC Köln,1:3 ,1981/1982,0
4,Bernd Nickel,Offensives Mittelfeld,Eintracht Frankfurt,Toni Schumacher,2:0,86',1.FC Köln,Eintracht Frankfurt,2:0 ,1981/1982,0
5,Bernd Martin,Mittelstürmer,VfB Stuttgart,Eike Immel,0:1,54',VfB Stuttgart,Borussia Dortmund,0:2 ,1981/1982,0
7,Benno Möhlmann,Mittelfeld,SV Werder Bremen,Oliver Bücher,:,-,SV Werder Bremen,Fortuna Düsseldorf,4:1 ,1981/1982,0
8,Manfred Burgsmüller,Mittelstürmer,Borussia Dortmund,Walter Junghans,2:0,75',Borussia Dortmund,FC Bayern München,2:0 ,1981/1982,0
9,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Jürgen Pahl,1:0,83',Borussia Mönchengladbach,Eintracht Frankfurt,1:0 ,1981/1982,0
12,Rainer Bonhof,Defensives Mittelfeld,1.FC Köln,Dieter Rudolf,0:0,13',1.FC Köln,SV Darmstadt 98,1:1 ,1981/1982,0
12,Manfred Burgsmüller,Mittelstürmer,Borussia Dortmund,Oliver Bücher,1:0,22',Borussia Dortmund,Fortuna Düsseldorf,4:2 ,1981/1982,0
3,Wolfgang Sidka,Mittelfeld,TSV 1860 München,Bernhard Hartmann,1:3,85',TSV 1860 München,1.FC Nürnberg,2:4 ,1980/1981,0
4,Paul Hahn,Libero,KFC Uerdingen 05,Wolfgang Kneib,:,-,KFC Uerdingen 05,Arminia Bielefeld,2:2 ,1980/1981,0
7,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Paul Hesselbach,2:1,58',Hamburger SV,KFC Uerdingen 05,2:1 ,1980/1981,0
8,Werner Lorant,Defensives Mittelfeld,Eintracht Frankfurt,Gerhard Heinze,0:0,8',Eintracht Frankfurt,MSV Duisburg,2:1 ,1980/1981,0
8,Rolf Rüssmann,Innenverteidiger,FC Schalke 04,Wolfgang Kneib,1:1,42',FC Schalke 04,Arminia Bielefeld,2:2 ,1980/1981,0
11,Hansi Müller,Zentrales Mittelfeld,VfB Stuttgart,Wolfgang Kneib,0:1,40',VfB Stuttgart,Arminia Bielefeld,2:1 ,1980/1981,0
25,Christian Sackewitz,Linksaußen,Arminia Bielefeld,Norbert Nigbur,0:0,17',Arminia Bielefeld,FC Schalke 04,1:0 ,1980/1981,0
32,Lothar Huber,Rechter Verteidiger,Borussia Dortmund,Toni Schumacher,1:2,81',Borussia Dortmund,1.FC Köln,2:2 ,1980/1981,0
1,Hans-Günter Neues,Innenverteidiger,1.FC Kaiserslautern,Jörg Daniel,1:0,14',1.FC Kaiserslautern,Fortuna Düsseldorf,4:0 ,1979/1980,0
2,Uwe Krause,Mittelstürmer,Eintracht Braunschweig,Gerhard Heinze,1:0,11',Eintracht Braunschweig,MSV Duisburg,2:0 ,1979/1980,0
3,Uwe Reinders,Mittelstürmer,SV Werder Bremen,Eike Immel,2:1,85',SV Werder Bremen,Borussia Dortmund,2:1 ,1979/1980,0
3,Bernard Dietz,Libero,MSV Duisburg,Fred-Werner Bockholt,5:0,89',MSV Duisburg,Bayer 04 Leverkusen,5:0 ,1979/1980,0
5,Klaus Wunder,Linksaußen,SV Werder Bremen,Helmut Roleder,0:0,24',SV Werder Bremen,VfB Stuttgart,2:3 ,1979/1980,0
7,Lothar Huber,Rechter Verteidiger,Borussia Dortmund,Jörg Daniel,3:2,58',Borussia Dortmund,Fortuna Düsseldorf,5:3 ,1979/1980,0
7,Hans-Günter Neues,Innenverteidiger,1.FC Kaiserslautern,Wolfgang Kneib,4:2,81',1.FC Kaiserslautern,Borussia Mönchengladbach,4:2 ,1979/1980,0
7,Bernd Hölzenbein,Rechtsaußen,Eintracht Frankfurt,Rudi Kargus,3:2,86',Eintracht Frankfurt,Hamburger SV,3:2 ,1979/1980,0
7,Vilson Dzoni,Rechter Verteidiger,FC Schalke 04,Toni Schumacher,3:1,87',1.FC Köln,FC Schalke 04,3:1 ,1979/1980,0
11,Bernd Schuster,Offensives Mittelfeld,1.FC Köln,Wolfgang Kleff,2:1,67',1.FC Köln,Hertha BSC,2:2 ,1979/1980,0
15,Siegfried Reich,Mittelstürmer,Arminia Bielefeld,Eike Immel,2:0,53',Arminia Bielefeld,Borussia Dortmund,3:0 ,1984/1985,0
15,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Uwe Greiner,4:2,90',Fortuna Düsseldorf,Hamburger SV,4:2 ,1984/1985,0
16,Sören Lerby,Zentrales Mittelfeld,FC Bayern München,Gerry Ehrmann,0:0,29',1.FC Kaiserslautern,FC Bayern München,0:1 ,1984/1985,0
16,Gerd Zewe,Rechter Verteidiger,Fortuna Düsseldorf,Ulrich Sude,0:2,72',Borussia Mönchengladbach,Fortuna Düsseldorf,0:2 ,1984/1985,0
17,Edmund Becker,Abwehr,Karlsruher SC,Helmut Roleder,2:0,35',VfB Stuttgart,Karlsruher SC,5:0 ,1984/1985,0
17,Uwe Bühler,Mittelstürmer,Karlsruher SC,Helmut Roleder,3:0,56',VfB Stuttgart,Karlsruher SC,5:0 ,1984/1985,0
20,Cezary Tobollik,Mittelstürmer,Eintracht Frankfurt,Rudi Kargus,1:1,24',Eintracht Frankfurt,Karlsruher SC,4:2 ,1984/1985,0
21,Thomas Allofs,Mittelstürmer,1.FC Kaiserslautern,Jürgen Pahl,2:1,75',1.FC Kaiserslautern,Eintracht Frankfurt,2:1 ,1984/1985,0
22,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Rudi Kargus,0:0,40',Hamburger SV,Karlsruher SC,0:0 ,1984/1985,0
24,Wolfgang Sidka,Mittelfeld,SV Werder Bremen,Hans-Jürgen Gundelach,1:2,82',Eintracht Frankfurt,SV Werder Bremen,1:3 ,1984/1985,0
22,Norbert Eilenfeldt,Mittelfeld,1.FC Kaiserslautern,Rüdiger Vollborn,1:0,63',Bayer 04 Leverkusen,1.FC Kaiserslautern,2:0 ,1983/1984,0
23,Karl-Heinz Rummenigge,Mittelstürmer,FC Bayern München,Bernd Franke,1:0,24',FC Bayern München,Eintracht Braunschweig,6:0 ,1983/1984,0
24,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Helmut Roleder,0:0,12',Borussia Mönchengladbach,VfB Stuttgart,2:0 ,1983/1984,0
25,Karl-Heinz Rummenigge,Mittelstürmer,FC Bayern München,Ralf Zumdick,5:0,80',FC Bayern München,VfL Bochum,5:1 ,1983/1984,0
26,Pierre Littbarski,Offensives Mittelfeld,1.FC Köln,Helmut Roleder,0:0,4',1.FC Köln,VfB Stuttgart,2:2 ,1983/1984,0
27,Thomas Allofs,Mittelstürmer,1.FC Kaiserslautern,Bernd Franke,3:1,83',1.FC Kaiserslautern,Eintracht Braunschweig,3:1 ,1983/1984,0
28,Lothar Matthäus,Defensives Mittelfeld,Borussia Mönchengladbach,Jürgen Pahl,0:1,82',Borussia Mönchengladbach,Eintracht Frankfurt,1:1 ,1983/1984,0
29,Michael Zorc,Defensives Mittelfeld,Borussia Dortmund,Uwe Zimmermann,0:0,17',Borussia Dortmund,SV Waldhof Mannheim,4:1 ,1983/1984,0
30,Karl-Heinz Körbel,Innenverteidiger,Eintracht Frankfurt,Jean-Marie Pfaff,1:0,34',FC Bayern München,Eintracht Frankfurt,3:0 ,1983/1984,0
31,Uwe Reinders,Mittelstürmer,SV Werder Bremen,Frank Kurth,1:0,38',Fortuna Düsseldorf,SV Werder Bremen,3:4 ,1983/1984,0
1,Kevin Keegan,Mittelstürmer,Hamburger SV,Wolfgang Kneib,3:0,64',Hamburger SV,Borussia Mönchengladbach,3:0 ,1978/1979,0
4,Willibald Weiss,Mittelfeld,SV Darmstadt 98,Ronnie Hellström,1:2,74',SV Darmstadt 98,1.FC Kaiserslautern,2:2 ,1978/1979,0
6,Klaus Fischer,Mittelstürmer,FC Schalke 04,Reinhard Mager,0:0,63',VfL Bochum,FC Schalke 04,2:2 ,1978/1979,0
7,Hans-Werner Moors,Abwehr,Arminia Bielefeld,Dieter Burdenski,:,-,Arminia Bielefeld,SV Werder Bremen,1:3 ,1978/1979,0
7,Gerd Müller,Mittelstürmer,FC Bayern München,Wolfgang Kneib,1:0,37',FC Bayern München,Borussia Mönchengladbach,3:1 ,1978/1979,0
8,Gerd Müller,Mittelstürmer,FC Bayern München,Dieter Burdenski,1:1,68',SV Werder Bremen,FC Bayern München,1:1 ,1978/1979,0
8,Klaus Toppmöller,Mittelstürmer,1.FC Kaiserslautern,Rudi Kargus,1:1,87',1.FC Kaiserslautern,Hamburger SV,2:1 ,1978/1979,0
9,Jürgen Röber,Rechtes Mittelfeld,SV Werder Bremen,Wolfgang Kneib,4:0,80',Borussia Mönchengladbach,SV Werder Bremen,4:0 ,1978/1979,0
13,Volker Graul,Mittelstürmer,Arminia Bielefeld,Ronnie Hellström,0:0,50',Arminia Bielefeld,1.FC Kaiserslautern,0:1 ,1978/1979,0
14,Holger Brück,Libero,Hertha BSC,Reinhard Mager,0:0,78',Hertha BSC,VfL Bochum,1:1 ,1978/1979,0
22,Michael Frontzeck,Linker Verteidiger,Borussia Mönchengladbach,Ralf Zumdick,2:1,68',Borussia Mönchengladbach,VfL Bochum,2:1 ,1986/1987,0
23,Wolfram Wuttke,Hängende Spitze,1.FC Kaiserslautern,Jean-Marie Pfaff,3:0,89',FC Bayern München,1.FC Kaiserslautern,3:0 ,1986/1987,0
24,Michael Frontzeck,Linker Verteidiger,Borussia Mönchengladbach,Jean-Marie Pfaff,0:0,59',Borussia Mönchengladbach,FC Bayern München,0:1 ,1986/1987,0
25,Fritz Walter,Mittelstürmer,SV Waldhof Mannheim,Gerry Ehrmann,2:1,33',SV Waldhof Mannheim,1.FC Kaiserslautern,4:3 ,1986/1987,0
25,Jörg Neun,Linker Verteidiger,SV Waldhof Mannheim,Gerry Ehrmann,2:3,82',SV Waldhof Mannheim,1.FC Kaiserslautern,4:3 ,1986/1987,0
25,Stefan Kuntz,Mittelstürmer,KFC Uerdingen 05,Andreas Köpke,2:4,83',KFC Uerdingen 05,1.FC Nürnberg,3:4 ,1986/1987,0
26,Josef Nehl,Mittelfeld,VfL Bochum,Jean-Marie Pfaff,0:0,60',VfL Bochum,FC Bayern München,1:2 ,1986/1987,0
27,Wolfram Wuttke,Hängende Spitze,1.FC Kaiserslautern,Werner Vollack,0:0,39',KFC Uerdingen 05,1.FC Kaiserslautern,1:2 ,1986/1987,0
27,Klaus Täuber,Mittelstürmer,FC Schalke 04,Andreas Köpke,1:3,72',FC Schalke 04,1.FC Nürnberg,2:4 ,1986/1987,0
28,Stefan Reuter,Rechtes Mittelfeld,1.FC Nürnberg,Wolfgang de Beer,1:0,30',1.FC Nürnberg,Borussia Dortmund,1:2 ,1986/1987,0
2,Dorinel Munteanu,Zentrales Mittelfeld,1.FC Köln,Bernd Meier,0:0,3',1.FC Köln,TSV 1860 München,1:0 ,1996/1997,0
4,Ingo Anderbrügge,Linkes Mittelfeld,FC Schalke 04,Uwe Gospodarek,1:0,43',FC Schalke 04,VfL Bochum,1:1 ,1996/1997,0
5,Harry Decheiver,Mittelstürmer,SC Freiburg,Georg Koch,1:0,32',SC Freiburg,Fortuna Düsseldorf,1:2 ,1996/1997,0
7,Harry Decheiver,Mittelstürmer,SC Freiburg,Dirk Heinen,4:2,82',Bayer 04 Leverkusen,SC Freiburg,5:3 ,1996/1997,0
9,Thomas Kastenmaier,Rechter Verteidiger,Borussia Mönchengladbach,Rainer Berg,0:0,55',Borussia Mönchengladbach,TSV 1860 München,1:0 ,1996/1997,0
10,Andreas Herzog,Offensives Mittelfeld,SV Werder Bremen,Jens Lehmann,1:0,34',SV Werder Bremen,FC Schalke 04,3:0 ,1996/1997,0
12,Harry Decheiver,Mittelstürmer,SC Freiburg,Uwe Gospodarek,0:0,5',SC Freiburg,VfL Bochum,0:1 ,1996/1997,0
12,Stefan Beinlich,Offensives Mittelfeld,FC Hansa Rostock,Klaus Thomforde,3:0,57',FC Hansa Rostock,FC St. Pauli,3:1 ,1996/1997,0
13,Alain Sutter,Linkes Mittelfeld,SC Freiburg,Thomas Gill,1:4,76',MSV Duisburg,SC Freiburg,1:4 ,1996/1997,0
13,Lothar Matthäus,Defensives Mittelfeld,FC Bayern München,Bernd Meier,1:1,78',FC Bayern München,TSV 1860 München,1:1 ,1996/1997,0
16,Thomas Gerstner,Rechter Verteidiger,FC 08 Homburg,Ralf Zumdick,1:0,87',VfL Bochum,FC 08 Homburg,1:0 ,1989/1990,0
19,Günter Hermann,Defensives Mittelfeld,SV Werder Bremen,Jörg Schmadtke,1:0,35',Fortuna Düsseldorf,SV Werder Bremen,2:1 ,1989/1990,0
21,Thomas Brunner,Innenverteidiger,1.FC Nürnberg,Oliver Reck,0:0,13',SV Werder Bremen,1.FC Nürnberg,4:0 ,1989/1990,0
25,Sergio Silvano Maciel,Sturm,FC 08 Homburg,Andreas Köpke,2:0,46',1.FC Nürnberg,FC 08 Homburg,2:0 ,1989/1990,0
25,Martin Kree,Innenverteidiger,Bayer 04 Leverkusen,Richard Golz,0:0,54',Bayer 04 Leverkusen,Hamburger SV,1:0 ,1989/1990,0
