matchday,penalty_taker,penalty_taker_position,penalty_taker_club,goalkeeper,score_before_penalty,minute,home_team,away_team,final_score,season,scored
26,Lothar Kobluhn,Defensives Mittelfeld,Rot-Weiß Oberhausen,Volkmar Groß,0:0,-,Hertha BSC,Rot-Weiß Oberhausen,1:0 ,1969/1970,0
26,Carl-Heinz Rühl,Sturm,1.FC Köln,Horst Podlasly,0:0,-,1.FC Köln,Hannover 96,5:0 ,1969/1970,0
31,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Manfred Manglitz,0:0,20',Borussia Mönchengladbach,1.FC Köln,2:0 ,1969/1970,0
32,Dieter Kurrat,Rechter Verteidiger,Borussia Dortmund,Volkmar Groß,8:0,66',Hertha BSC,Borussia Dortmund,9:1 ,1969/1970,0
34,Wilfried Kohlars,Mittelstürmer,TSV 1860 München,Fred-Werner Bockholt,0:0,58',TSV 1860 München,Rot-Weiss Essen,0:0 ,1969/1970,0
26,Lothar Schämer,Rechter Verteidiger,Eintracht Frankfurt,Volker Danner,0:0,47',Eintracht Frankfurt,Borussia Mönchengladbach,1:0 ,1966/1967,0
26,Wolfgang Overath,Offensives Mittelfeld,1.FC Köln,Hans Tilkowski,1:1,72',1.FC Köln,Borussia Dortmund,1:1 ,1966/1967,0
27,Gerhard Elfert,Mittelfeld,Borussia Mönchengladbach,Hermann Roß,2:2,50',Borussia Mönchengladbach,Rot-Weiss Essen,4:3 ,1966/1967,0
28,Gert Dörfel,Linksaußen,Hamburger SV,Manfred Manglitz,:,-,MSV Duisburg,Hamburger SV,2:1 ,1966/1967,0
28,Günter Herrmann,Offensives Mittelfeld,FC Schalke 04,Wolfgang Schnarr,0:1,24',FC Schalke 04,1.FC Kaiserslautern,0:3 ,1966/1967,0
29,Willy Reitgaßl,Rechtes Mittelfeld,1.FC Kaiserslautern,Dr. Peter Kunter,1:1,69',1.FC Kaiserslautern,Eintracht Frankfurt,1:1 ,1966/1967,0
31,Heinz Strehl,Mittelstürmer,1.FC Nürnberg,Klaus Lambertz,0:0,26',1.FC Nürnberg,SV Werder Bremen,2:1 ,1966/1967,0
34,Helmut Sandmann,Abwehr,Hamburger SV,Helmar Schwarzbach,0:1,53',Hamburger SV,Fortuna Düsseldorf,2:1 ,1966/1967,0
20,Hermann Ohlicher,Mittelfeld,VfB Stuttgart,Rudi Kargus,2:0,40',VfB Stuttgart,1.FC Nürnberg,3:0 ,1982/1983,0
20,Ásgeir Sigurvinsson,Offensives Mittelfeld,VfB Stuttgart,Rudi Kargus,3:0,76',VfB Stuttgart,1.FC Nürnberg,3:0 ,1982/1983,0
23,Thomas Remark,Mittelstürmer,Hertha BSC,Wolfgang Kleff,0:1,59',Fortuna Düsseldorf,Hertha BSC,1:1 ,1982/1983,0
23,Jürgen Gelsdorf,Innenverteidiger,Bayer 04 Leverkusen,Ulrich Sude,1:2,69',Bayer 04 Leverkusen,Borussia Mönchengladbach,3:2 ,1982/1983,0
23,Paul Breitner,Zentrales Mittelfeld,FC Bayern München,Joachim Jüriens,1:0,77',Eintracht Frankfurt,FC Bayern München,1:0 ,1982/1983,0
26,Rüdiger Wenzel,Mittelstürmer,Fortuna Düsseldorf,Eike Immel,1:2,90',Borussia Dortmund,Fortuna Düsseldorf,1:2 ,1982/1983,0
30,Rolf Rüssmann,Innenverteidiger,Borussia Dortmund,Joachim Jüriens,3:1,67',Borussia Dortmund,Eintracht Frankfurt,4:1 ,1982/1983,0
33,Hans-Peter Briegel,Offensives Mittelfeld,1.FC Kaiserslautern,Uwe Kamps,4:2,85',Borussia Mönchengladbach,1.FC Kaiserslautern,4:2 ,1982/1983,0
33,Wolfgang Patzke,Offensives Mittelfeld,VfL Bochum,Rudi Kargus,6:0,89',VfL Bochum,1.FC Nürnberg,6:0 ,1982/1983,0
26,Karl-Heinz Mülhausen,Mittelfeld,Hannover 96,Egon Loy,1:1,56',Eintracht Frankfurt,Hannover 96,3:3 ,1964/1965,0
27,Karl-Heinz Mülhausen,Mittelfeld,Hannover 96,Manfred Paul,4:2,86',Hannover 96,Karlsruher SC,4:2 ,1964/1965,0
29,Jürgen Neumann,Mittelfeld,1.FC Kaiserslautern,Manfred Paul,0:1,78',1.FC Kaiserslautern,Karlsruher SC,0:1 ,1964/1965,0
30,Gustav Witlatschil,Linker Verteidiger,Karlsruher SC,Hans Jäcker,0:0,3',Karlsruher SC,Eintracht Braunschweig,3:0 ,1964/1965,0
30,Ludwig Müller,Libero,1.FC Nürnberg,Günter Bernard,2:3,55',1.FC Nürnberg,SV Werder Bremen,2:3 ,1964/1965,0
11,Peter Biesenkamp,Mittelfeld,Fortuna Düsseldorf,Horst Wolter,0:0,45',Fortuna Düsseldorf,Eintracht Braunschweig,0:0 ,1971/1972,0
12,Jürgen Jendrossek,Sturm,Arminia Bielefeld,Dr. Peter Kunter,0:0,20',Arminia Bielefeld,Eintracht Frankfurt,3:4 ,1971/1972,0
12,Klaus Fichtel,Defensives Mittelfeld,FC Schalke 04,Wolfgang Kleff,5:0,44',Borussia Mönchengladbach,FC Schalke 04,7:0 ,1971/1972,0
13,Jürgen Sobieray,Rechter Verteidiger,FC Schalke 04,Josef Elting,2:0,75',FC Schalke 04,1.FC Kaiserslautern,3:0 ,1971/1972,0
13,Peter Nogly,Innenverteidiger,Hamburger SV,Sepp Maier,0:3,84',Hamburger SV,FC Bayern München,1:4 ,1971/1972,0
13,Werner Biskup,Abwehr,1.FC Köln,Zlatko Skoric,4:1,87',1.FC Köln,VfB Stuttgart,4:1 ,1971/1972,0
15,Harald Konopka,Libero,1.FC Köln,Franz-Josef Pauly,0:0,8',1.FC Köln,Hannover 96,3:1 ,1971/1972,0
16,Klaus Zaczyk,Offensives Mittelfeld,Hamburger SV,Günter Bernard,0:0,40',Hamburger SV,SV Werder Bremen,2:1 ,1971/1972,0
16,Bernd Lehmann,Offensives Mittelfeld,MSV Duisburg,Gerhard Welz,1:0,48',MSV Duisburg,1.FC Köln,1:1 ,1971/1972,0
17,Horst Köppel,Mittelstürmer,VfB Stuttgart,Wilfried Woyke,3:0,69',Fortuna Düsseldorf,VfB Stuttgart,4:0 ,1971/1972,0
3,Uwe Klimaschefski,Mittelfeld,1.FC Kaiserslautern,Hans Tilkowski,1:0,85',1.FC Kaiserslautern,Eintracht Frankfurt,1:1 ,1967/1968,0
4,Josef Marx,Mittelstürmer,Karlsruher SC,Horst Podlasly,0:1,31',Karlsruher SC,Hannover 96,3:1 ,1967/1968,0
4,Herbert Gronen,Sturm,Alemannia Aachen,Horst Kirsch,0:1,78',Borussia Neunkirchen,Alemannia Aachen,0:1 ,1967/1968,0
6,Jürgen Grabowski,Rechtsaußen,Eintracht Frankfurt,Gerhard Prokop,1:1,42',Eintracht Frankfurt,Alemannia Aachen,1:1 ,1967/1968,0
6,Alfred Glenski,Sturm,Alemannia Aachen,Hans Tilkowski,1:1,65',Eintracht Frankfurt,Alemannia Aachen,1:1 ,1967/1968,0
10,Hans Küppers,Offensives Mittelfeld,TSV 1860 München,Horst Podlasly,3:1,79',TSV 1860 München,Hannover 96,3:1 ,1967/1968,0
12,Klaus-Dieter Sieloff,Libero,VfB Stuttgart,Horst Podlasly,1:0,52',VfB Stuttgart,Hannover 96,2:0 ,1967/1968,0
14,Gerd Müller,Mittelstürmer,FC Bayern München,Günter Bernard,1:0,24',SV Werder Bremen,FC Bayern München,4:1 ,1967/1968,0
14,Ludwig Bründl,Mittelstürmer,TSV 1860 München,Horst Kirsch,0:0,34',TSV 1860 München,Borussia Neunkirchen,5:0 ,1967/1968,0
14,Jürgen Moll,Sturm,Eintracht Braunschweig,Özcan Arkoc,0:1,66',Eintracht Braunschweig,Hamburger SV,0:1 ,1967/1968,0
18,Klaus Scheer,Mittelstürmer,FC Schalke 04,Franz-Josef Pauly,1:0,18',FC Schalke 04,Hannover 96,5:0 ,1971/1972,0
20,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Hans-Jürgen Bradler,0:1,69',Borussia Mönchengladbach,VfL Bochum,1:1 ,1971/1972,0
24,Horst Haug,Offensives Mittelfeld,VfB Stuttgart,Hans-Jürgen Bradler,0:1,11',VfL Bochum,VfB Stuttgart,1:1 ,1971/1972,0
26,Horst-Dieter Höttges,Libero,SV Werder Bremen,Wilfried Woyke,0:0,7',SV Werder Bremen,Fortuna Düsseldorf,1:1 ,1971/1972,0
26,Josef Pirrung,Hängende Spitze,1.FC Kaiserslautern,Rudi Kargus,1:0,56',1.FC Kaiserslautern,Hamburger SV,2:1 ,1971/1972,0
30,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Wilfried Woyke,1:1,40',Borussia Mönchengladbach,Fortuna Düsseldorf,1:2 ,1971/1972,0
31,Bernd Hölzenbein,Rechtsaußen,Eintracht Frankfurt,Gerhard Heinze,2:0,42',Eintracht Frankfurt,VfB Stuttgart,4:1 ,1971/1972,0
32,Jürgen Weber,Offensives Mittelfeld,SV Werder Bremen,Wolfgang Scheid,0:1,55',Rot-Weiß Oberhausen,SV Werder Bremen,2:2 ,1971/1972,0
32,Ludwig Bründl,Mittelstürmer,Eintracht Braunschweig,Wolfgang Kleff,2:0,66',Borussia Mönchengladbach,Eintracht Braunschweig,4:1 ,1971/1972,0
2,Alfons Stemmer,Abwehr,TSV 1860 München,Hans Tilkowski,2:2,65',Borussia Dortmund,TSV 1860 München,3:3 ,1963/1964,0
5,Hans Küppers,Offensives Mittelfeld,TSV 1860 München,Horst-Dieter Strich,0:0,43',TSV 1860 München,1.FC Kaiserslautern,3:0 ,1963/1964,0
9,Dieter Krafczyk,Mittelstürmer,1.FC Saarbrücken,Manfred Paul,0:0,16',1.FC Saarbrücken,Karlsruher SC,1:3 ,1963/1964,0
9,Stefan Reisch,Linkes Mittelfeld,1.FC Nürnberg,Horst-Dieter Strich,0:5,50',1.FC Nürnberg,1.FC Kaiserslautern,0:5 ,1963/1964,0
9,Hans-Günter Schimmöller,Abwehr,Hertha BSC,Karl Eisenhofer,1:3,88',Hertha BSC,Eintracht Frankfurt,1:3 ,1963/1964,0
10,Arnold Schütz,Innenverteidiger,SV Werder Bremen,Wolfgang Tillich,1:0,40',SV Werder Bremen,Hertha BSC,2:2 ,1963/1964,0
13,Stefan Reisch,Linkes Mittelfeld,1.FC Nürnberg,Manfred Manglitz,0:0,24',1.FC Nürnberg,MSV Duisburg,2:0 ,1963/1964,0
13,Heinrich Müller,Mittelstürmer,1.FC Nürnberg,Manfred Manglitz,1:0,43',1.FC Nürnberg,MSV Duisburg,2:0 ,1963/1964,0
13,Lothar Emmerich,Mittelstürmer,Borussia Dortmund,Fritz Ewert,2:3,73',Borussia Dortmund,1.FC Köln,2:3 ,1963/1964,0
14,Burghard Rylewicz,Sturm,Borussia Dortmund,Horst Schnoor,1:1,57',Hamburger SV,Borussia Dortmund,2:1 ,1963/1964,0
19,Dieter Krafczyk,Mittelstürmer,Hertha BSC,Manfred Manglitz,2:1,62',MSV Duisburg,Hertha BSC,2:1 ,1968/1969,0
21,Manfred Pohlschmidt,Mittelstürmer,FC Schalke 04,Sepp Maier,0:0,41',FC Bayern München,FC Schalke 04,0:0 ,1968/1969,0
23,Heinz-Dieter Hasebrink,Zentrales Mittelfeld,1.FC Kaiserslautern,Rudolf Wimmer,2:0,56',Kickers Offenbach,1.FC Kaiserslautern,4:1 ,1968/1969,0
23,Wolfgang Paul,Innenverteidiger,Borussia Dortmund,Norbert Nigbur,0:1,64',Borussia Dortmund,FC Schalke 04,0:1 ,1968/1969,0
23,Lothar Ulsaß,Mittelstürmer,Eintracht Braunschweig,Werner Scholz,2:0,87',Eintracht Braunschweig,Alemannia Aachen,2:0 ,1968/1969,0
24,Djordje Pavlic,Mittelstürmer,MSV Duisburg,Sepp Maier,:,-,MSV Duisburg,FC Bayern München,0:0 ,1968/1969,0
28,Jürgen Grabowski,Rechtsaußen,Eintracht Frankfurt,Rudolf Wimmer,3:1,78',Eintracht Frankfurt,Kickers Offenbach,3:2 ,1968/1969,0
31,Petar Radenkovic,Torwart,TSV 1860 München,Gernot Fraydl,0:0,49',TSV 1860 München,Hertha BSC,0:1 ,1968/1969,0
33,Heinz-Dieter Hasebrink,Zentrales Mittelfeld,1.FC Kaiserslautern,Burkhardt Öller,:,-,1.FC Kaiserslautern,Eintracht Braunschweig,4:0 ,1968/1969,0
33,Egon Schmitt,Libero,Kickers Offenbach,Günter Bernard,:,-,Kickers Offenbach,SV Werder Bremen,0:3 ,1968/1969,0
34,Bo Larsson,Mittelstürmer,VfB Stuttgart,Wolfgang Schnarr,:,-,VfB Stuttgart,1.FC Kaiserslautern,4:3 ,1968/1969,0
15,Horst-Dieter Höttges,Libero,SV Werder Bremen,Rudi Kargus,0:2,41',SV Werder Bremen,Hamburger SV,1:3 ,1975/1976,0
15,Uwe Bracht,Linkes Mittelfeld,SV Werder Bremen,Rudi Kargus,0:2,58',SV Werder Bremen,Hamburger SV,1:3 ,1975/1976,0
16,Friedhelm Funkel,Offensives Mittelfeld,KFC Uerdingen 05,Rudi Kargus,0:0,32',Hamburger SV,KFC Uerdingen 05,0:0 ,1975/1976,0
16,Bernd Dürnberger,Defensives Mittelfeld,FC Bayern München,Toni Schumacher,1:1,59',FC Bayern München,1.FC Köln,1:2 ,1975/1976,0
17,Erich Beer,Offensives Mittelfeld,Hertha BSC,Sepp Maier,0:1,29',Hertha BSC,FC Bayern München,2:1 ,1975/1976,0
17,Dieter Bast,Defensives Mittelfeld,Rot-Weiss Essen,Dieter Burdenski,1:1,30',SV Werder Bremen,Rot-Weiss Essen,3:3 ,1975/1976,0
17,Hermann Bredenfeld,Defensives Mittelfeld,Karlsruher SC,Werner Scholz,0:0,31',Karlsruher SC,VfL Bochum,2:2 ,1975/1976,0
18,Allan Simonsen,Rechtsaußen,Borussia Mönchengladbach,Reinhard Dittel,0:0,26',Borussia Mönchengladbach,Hannover 96,2:0 ,1975/1976,0
18,Manfred Ritschel,Rechtsaußen,Kickers Offenbach,Ronnie Hellström,0:2,51',Kickers Offenbach,1.FC Kaiserslautern,1:4 ,1975/1976,0
20,Allan Simonsen,Rechtsaußen,Borussia Mönchengladbach,Rudi Kargus,1:1,52',Borussia Mönchengladbach,Hamburger SV,1:1 ,1975/1976,0
16,Reinhold Wosab,Rechter Verteidiger,Borussia Dortmund,Klaus Lambertz,4:2,79',Borussia Dortmund,SV Werder Bremen,4:3 ,1963/1964,0
17,Hans-Joachim Altendorff,Mittelstürmer,Hertha BSC,Günter Sawitzki,0:1,75',Hertha BSC,VfB Stuttgart,0:2 ,1963/1964,0
18,Jürgen Moll,Sturm,Eintracht Braunschweig,Volker Danner,1:1,54',Eintracht Braunschweig,1.FC Saarbrücken,3:1 ,1963/1964,0
19,Carl-Heinz Rühl,Sturm,Hertha BSC,Manfred Manglitz,2:1,36',Hertha BSC,MSV Duisburg,5:2 ,1963/1964,0
19,Uwe Seeler,Mittelstürmer,Hamburger SV,Hans-Walter Eigenbrodt,1:2,58',Eintracht Frankfurt,Hamburger SV,2:2 ,1963/1964,0
19,Heinz Steinmann,Rechter Verteidiger,1.FC Saarbrücken,Heinz Kwiatkowski,0:1,63',1.FC Saarbrücken,Borussia Dortmund,2:1 ,1963/1964,0
21,Heinz Vollmar,Linksaußen,1.FC Saarbrücken,Günter Sawitzki,0:0,62',1.FC Saarbrücken,VfB Stuttgart,0:1 ,1963/1964,0
23,Reinhold Wosab,Rechter Verteidiger,Borussia Dortmund,Wolfgang Tillich,0:0,12',Hertha BSC,Borussia Dortmund,0:0 ,1963/1964,0
24,Hans Sturm,Linkes Mittelfeld,1.FC Köln,Manfred Manglitz,2:0,36',MSV Duisburg,1.FC Köln,2:2 ,1963/1964,0
24,Arnold Schütz,Innenverteidiger,SV Werder Bremen,Horst Mühlmann,1:0,89',SV Werder Bremen,FC Schalke 04,1:0 ,1963/1964,0
22,Harald Konopka,Libero,1.FC Köln,Rudolf Wimmer,0:0,17',1.FC Köln,Karlsruher SC,1:3 ,1975/1976,0
23,Holger Brück,Libero,Hertha BSC,Wilfried Woyke,2:1,50',Hertha BSC,Fortuna Düsseldorf,2:2 ,1975/1976,0
25,Volker Ohling,Sturm,SV Werder Bremen,Manfred Kroke,0:0,28',SV Werder Bremen,KFC Uerdingen 05,3:0 ,1975/1976,0
25,Wolfgang Frank,Mittelstürmer,Eintracht Braunschweig,Norbert Nigbur,3:1,85',Eintracht Braunschweig,FC Schalke 04,4:1 ,1975/1976,0
27,Horst Hrubesch,Mittelstürmer,Rot-Weiss Essen,Toni Schumacher,1:3,72',Rot-Weiss Essen,1.FC Köln,2:3 ,1975/1976,0
28,Dieter Müller,Mittelstürmer,1.FC Köln,Wilfried Woyke,0:0,2',1.FC Köln,Fortuna Düsseldorf,4:0 ,1975/1976,0
29,Per Röntved,Libero,SV Werder Bremen,Wolfgang Kleff,2:1,43',SV Werder Bremen,Borussia Mönchengladbach,2:2 ,1975/1976,0
29,Klaus Toppmöller,Mittelstürmer,1.FC Kaiserslautern,Wolfgang Frank,1:0,58',Eintracht Braunschweig,1.FC Kaiserslautern,2:0 ,1975/1976,0
26,Heinz Strehl,Mittelstürmer,1.FC Nürnberg,Günter Sawitzki,0:0,18',1.FC Nürnberg,VfB Stuttgart,0:0 ,1963/1964,0
26,Harald Beyer,Mittelstürmer,Hertha BSC,Horst Mühlmann,1:0,70',Hertha BSC,FC Schalke 04,1:0 ,1963/1964,0
27,Gustav Witlatschil,Linker Verteidiger,Karlsruher SC,Günter Bernard,0:0,20',SV Werder Bremen,Karlsruher SC,0:0 ,1963/1964,0
6,Wulf-Ingo Usbeck,Sturm,SV Tasmania Berlin,Gyula Tóth,3:1,35',1.FC Nürnberg,SV Tasmania Berlin,7:2 ,1965/1966,0
7,Elmar May,Sturm,Borussia Neunkirchen,Wolfgang Schnarr,1:1,40',Borussia Neunkirchen,1.FC Kaiserslautern,1:4 ,1965/1966,0
8,Franz Beckenbauer,Libero,FC Bayern München,Hans Tilkowski,0:1,58',FC Bayern München,Borussia Dortmund,0:2 ,1965/1966,0
9,Lothar Emmerich,Mittelstürmer,Borussia Dortmund,Roland Wabra,1:0,42',Borussia Dortmund,1.FC Nürnberg,2:0 ,1965/1966,0
9,Gustav Flachenecker,Sturm,1.FC Nürnberg,Hans Tilkowski,1:0,73',Borussia Dortmund,1.FC Nürnberg,2:0 ,1965/1966,0
9,Otto Laszig,Rechter Verteidiger,Hannover 96,Manfred Orzessek,2:0,74',Borussia Mönchengladbach,Hannover 96,2:0 ,1965/1966,0
12,Günter Herrmann,Offensives Mittelfeld,FC Schalke 04,Roland Wabra,0:0,78',FC Schalke 04,1.FC Nürnberg,1:0 ,1965/1966,0
13,Manfred Pohlschmidt,Mittelstürmer,Hamburger SV,Günter Sawitzki,3:1,78',Hamburger SV,VfB Stuttgart,4:1 ,1965/1966,0
16,Günter Herrmann,Offensives Mittelfeld,FC Schalke 04,Wolfgang Schnarr,1:1,51',FC Schalke 04,1.FC Kaiserslautern,2:1 ,1965/1966,0
18,Stefan Reisch,Linkes Mittelfeld,1.FC Nürnberg,Günter Bernard,2:1,89',1.FC Nürnberg,SV Werder Bremen,2:1 ,1965/1966,0
20,Stefan Reisch,Linkes Mittelfeld,1.FC Nürnberg,Dr. Peter Kunter,0:0,55',1.FC Nürnberg,Eintracht Frankfurt,0:0 ,1965/1966,0
21,Georg Lechner,Offensives Mittelfeld,Eintracht Frankfurt,Horst Podlasly,0:0,56',Eintracht Frankfurt,Hannover 96,0:1 ,1965/1966,0
21,Willy Reitgaßl,Rechtes Mittelfeld,1.FC Kaiserslautern,Petar Radenkovic,4:2,89',TSV 1860 München,1.FC Kaiserslautern,4:2 ,1965/1966,0
23,Otto Laszig,Rechter Verteidiger,Hannover 96,Willi Ertz,1:0,76',Borussia Neunkirchen,Hannover 96,1:0 ,1965/1966,0
26,Arnold Schütz,Innenverteidiger,SV Werder Bremen,Dr. Peter Kunter,3:0,38',SV Werder Bremen,Eintracht Frankfurt,3:2 ,1965/1966,0
27,Horst Trimhold,Defensives Mittelfeld,Eintracht Frankfurt,Petar Radenkovic,2:1,44',Eintracht Frankfurt,TSV 1860 München,5:2 ,1965/1966,0
32,Alfred Pyka,Libero,FC Schalke 04,Willi Ertz,0:0,36',FC Schalke 04,Borussia Neunkirchen,2:0 ,1965/1966,0
17,Uwe Klimaschefski,Mittelfeld,1.FC Kaiserslautern,Jürgen Rynio,1:1,58',Karlsruher SC,1.FC Kaiserslautern,2:2 ,1967/1968,0
20,Gérard Hausser,Linksaußen,Karlsruher SC,Gerhard Prokop,1:1,32',Karlsruher SC,Alemannia Aachen,2:4 ,1967/1968,0
20,Willi Kraus,Sturm,FC Schalke 04,Petar Radenkovic,0:0,41',TSV 1860 München,FC Schalke 04,1:2 ,1967/1968,0
20,Bernd Schmidt,Abwehr,SV Werder Bremen,Volker Danner,3:1,82',Borussia Mönchengladbach,SV Werder Bremen,3:1 ,1967/1968,0
22,Hannes Löhr,Linksaußen,1.FC Köln,Bernhard Wessel,0:0,21',1.FC Köln,Borussia Dortmund,3:0 ,1967/1968,0
25,Peter Grosser,Zentrales Mittelfeld,TSV 1860 München,Manfred Manglitz,0:0,12',MSV Duisburg,TSV 1860 München,2:1 ,1967/1968,0
25,Gerd Roggensack,Rechtsaußen,1.FC Kaiserslautern,Dieter Feller,0:0,35',1.FC Kaiserslautern,VfB Stuttgart,2:0 ,1967/1968,0
25,Josip Skoblar,Mittelstürmer,Hannover 96,Volker Danner,1:0,60',Hannover 96,Borussia Mönchengladbach,1:1 ,1967/1968,0
26,Theodor Hoffmann,Defensives Mittelfeld,VfB Stuttgart,Roland Wabra,1:1,31',VfB Stuttgart,1.FC Nürnberg,1:1 ,1967/1968,0
28,Wolfgang Overath,Offensives Mittelfeld,1.FC Köln,Özcan Arkoc,0:0,7',1.FC Köln,Hamburger SV,2:1 ,1967/1968,0
32,Wolfgang Gayer,Hängende Spitze,Borussia Neunkirchen,Norbert Nigbur,1:0,69',FC Schalke 04,Borussia Neunkirchen,2:0 ,1967/1968,0
33,Horst-Dieter Höttges,Libero,SV Werder Bremen,Siegfried Kessler,1:2,73',Karlsruher SC,SV Werder Bremen,1:2 ,1967/1968,0
34,Lothar Ulsaß,Mittelstürmer,Eintracht Braunschweig,Milutin Soskic,0:2,36',Eintracht Braunschweig,1.FC Köln,1:2 ,1967/1968,0
34,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Petar Radenkovic,0:0,74',TSV 1860 München,Borussia Mönchengladbach,0:0 ,1967/1968,0
31,Jupp Heynckes,Mittelstürmer,Borussia Mönchengladbach,Manfred Müller,5:2,72',Borussia Mönchengladbach,Wuppertaler SV,6:2 ,1974/1975,0
34,Willi Neuberger,Linkes Mittelfeld,Eintracht Frankfurt,Ludwig Bründl,0:0,25',Eintracht Braunschweig,Eintracht Frankfurt,2:0 ,1974/1975,0
34,Günter Pröpper,Mittelstürmer,Wuppertaler SV,Ronnie Hellström,1:3,43',Wuppertaler SV,1.FC Kaiserslautern,3:3 ,1974/1975,0
34,Uwe Bracht,Linkes Mittelfeld,SV Werder Bremen,Wolfgang Kleff,1:3,83',SV Werder Bremen,Borussia Mönchengladbach,1:4 ,1974/1975,0
