matchday,penalty_taker,penalty_taker_position,penalty_taker_club,goalkeeper,score_before_penalty,minute,home_team,away_team,final_score,season,scored
5,Josef Weikl,Mittelfeld,Fortuna Düsseldorf,Eike Immel,3:2,54',Fortuna Düsseldorf,Borussia Dortmund,4:2 ,1985/1986,1
5,Roland Grahammer,Rechter Verteidiger,1.FC Nürnberg,Rüdiger Vollborn,3:1,58',1.FC Nürnberg,Bayer 04 Leverkusen,3:2 ,1985/1986,1
5,Christian Schreier,Offensives Mittelfeld,Bayer 04 Leverkusen,Roland Grüner,3:2,67',1.FC Nürnberg,Bayer 04 Leverkusen,3:2 ,1985/1986,1
5,Lothar Matthäus,Defensives Mittelfeld,FC Bayern München,Carsten Hallmann,1:1,76',1.FC Saarbrücken,FC Bayern München,1:1 ,1985/1986,1
5,Ásgeir Sigurvinsson,Offensives Mittelfeld,VfB Stuttgart,Ralf Raps,1:3,81',Hannover 96,VfB Stuttgart,1:3 ,1985/1986,1
6,Stefan Jambo,Offensives Mittelfeld,1.FC Saarbrücken,Helmut Roleder,1:1,23',VfB Stuttgart,1.FC Saarbrücken,3:1 ,1985/1986,1
6,Klaus Theiss,Libero,Eintracht Frankfurt,Werner Vollack,1:1,43',Eintracht Frankfurt,KFC Uerdingen 05,1:1 ,1985/1986,1
6,Klaus Täuber,Mittelstürmer,FC Schalke 04,Ralf Raps,1:1,53',FC Schalke 04,Hannover 96,2:2 ,1985/1986,1
6,Norbert Eilenfeldt,Mittelfeld,1.FC Kaiserslautern,Wolfgang Kleff,2:0,57',1.FC Kaiserslautern,VfL Bochum,2:0 ,1985/1986,1
6,Uwe Rahn,Mittelstürmer,Borussia Mönchengladbach,Toni Schumacher,1:1,67',Borussia Mönchengladbach,1.FC Köln,1:1 ,1985/1986,1
9,Salomon Kalou,Linksaußen,Hertha BSC,Alexander Schwolow,1:1,81',SC Freiburg,Hertha BSC,1:1 ,2017/2018,1
10,Jonathas,Mittelstürmer,Hannover 96,Roman Bürki,1:0,20',Hannover 96,Borussia Dortmund,4:2 ,2017/2018,1
10,Nabil Bentaleb,Zentrales Mittelfeld,FC Schalke 04,Koen Casteels,1:0,43',FC Schalke 04,VfL Wolfsburg,1:1 ,2017/2018,1
10,Alfred Finnbogason,Mittelstürmer,FC Augsburg,Jiri Pavlenka,0:2,45',SV Werder Bremen,FC Augsburg,0:3 ,2017/2018,1
11,Daniel Ginczek,Mittelstürmer,VfB Stuttgart,Christian Mathenia,1:1,55',Hamburger SV,VfB Stuttgart,3:1 ,2017/2018,1
11,Sandro Wagner,Mittelstürmer,TSG 1899 Hoffenheim,Timo Horn,0:2,56',1.FC Köln,TSG 1899 Hoffenheim,0:3 ,2017/2018,1
12,Timo Werner,Mittelstürmer,RasenBallsport Leipzig,Bernd Leno,0:1,13',Bayer 04 Leverkusen,RasenBallsport Leipzig,2:2 ,2017/2018,1
12,Thorgan Hazard,Linksaußen,Borussia Mönchengladbach,Rune Jarstein,0:2,14',Hertha BSC,Borussia Mönchengladbach,2:4 ,2017/2018,1
12,Franco Di Santo,Mittelstürmer,FC Schalke 04,Christian Mathenia,1:0,17',FC Schalke 04,Hamburger SV,2:0 ,2017/2018,1
12,Daniel Brosinski,Rechter Verteidiger,1.FSV Mainz 05,Timo Horn,1:0,44',1.FSV Mainz 05,1.FC Köln,1:0 ,2017/2018,1
4,Pierre-Emerick Aubameyang,Mittelstürmer,Borussia Dortmund,Ron-Robert Zieler,1:1,35',Hannover 96,Borussia Dortmund,2:4 ,2015/2016,1
4,Pierre-Emerick Aubameyang,Mittelstürmer,Borussia Dortmund,Ron-Robert Zieler,2:4,85',Hannover 96,Borussia Dortmund,2:4 ,2015/2016,1
4,Thomas Müller,Hängende Spitze,FC Bayern München,Marwin Hitz,2:1,90',FC Bayern München,FC Augsburg,2:1 ,2015/2016,1
5,Paul Verhaegh,Rechter Verteidiger,FC Augsburg,Ron-Robert Zieler,2:0,32',FC Augsburg,Hannover 96,2:0 ,2015/2016,1
5,Pierre-Emerick Aubameyang,Mittelstürmer,Borussia Dortmund,Bernd Leno,3:0,74',Borussia Dortmund,Bayer 04 Leverkusen,3:0 ,2015/2016,1
5,Bas Dost,Mittelstürmer,VfL Wolfsburg,Thomas Kraft,2:0,88',VfL Wolfsburg,Hertha BSC,2:0 ,2015/2016,1
5,Moritz Hartmann,Mittelstürmer,FC Ingolstadt 04,Felix Wiedwald,0:1,90',SV Werder Bremen,FC Ingolstadt 04,0:1 ,2015/2016,1
6,Sandro Wagner,Mittelstürmer,SV Darmstadt 98,Felix Wiedwald,1:1,31',SV Darmstadt 98,SV Werder Bremen,2:1 ,2015/2016,1
6,Paul Verhaegh,Rechter Verteidiger,FC Augsburg,Yann Sommer,4:1,52',Borussia Mönchengladbach,FC Augsburg,4:2 ,2015/2016,1
6,Paul Verhaegh,Rechter Verteidiger,FC Augsburg,Yann Sommer,4:2,75',Borussia Mönchengladbach,FC Augsburg,4:2 ,2015/2016,1
10,Alex Frei,Mittelstürmer,Borussia Dortmund,Mathias Hain,1:1,90',Borussia Dortmund,Arminia Bielefeld,1:1 ,2006/2007,1
11,Mike Hanke,Mittelstürmer,VfL Wolfsburg,Dimo Wache,0:1,4',1.FSV Mainz 05,VfL Wolfsburg,1:2 ,2006/2007,1
11,Ivica Banovic,Defensives Mittelfeld,1.FC Nürnberg,Tim Wiese,1:2,90',1.FC Nürnberg,SV Werder Bremen,1:2 ,2006/2007,1
12,Marc-André Kruska,Zentrales Mittelfeld,Borussia Dortmund,Tim Wiese,1:3,85',SV Werder Bremen,Borussia Dortmund,1:3 ,2006/2007,1
13,Alex Frei,Mittelstürmer,Borussia Dortmund,Christian Fiedler,1:2,23',Borussia Dortmund,Hertha BSC,1:2 ,2006/2007,1
13,Zvjezdan Misimovic,Offensives Mittelfeld,VfL Bochum,Oka Nikolov,1:2,29',VfL Bochum,Eintracht Frankfurt,4:3 ,2006/2007,1
14,Rafael van der Vaart,Offensives Mittelfeld,Hamburger SV,Oliver Kahn,1:0,18',Hamburger SV,FC Bayern München,1:2 ,2006/2007,1
15,Diego,Offensives Mittelfeld,SV Werder Bremen,Christian Fiedler,1:0,24',SV Werder Bremen,Hertha BSC,3:1 ,2006/2007,1
17,Laurentiu Reghecampf,Rechtes Mittelfeld,Alemannia Aachen,Stefan Wächter,1:1,63',Alemannia Aachen,Hamburger SV,3:3 ,2006/2007,1
17,Jaouhar Mnari,Defensives Mittelfeld,1.FC Nürnberg,Robert Enke,3:1,90',1.FC Nürnberg,Hannover 96,3:1 ,2006/2007,1
1,Christian Sackewitz,Linksaußen,Arminia Bielefeld,Toni Schumacher,1:1,22',Arminia Bielefeld,1.FC Köln,2:5 ,1980/1981,1
2,Georg Volkert,Linksaußen,1.FC Nürnberg,Heinz-Josef Koitka,1:1,34',1.FC Nürnberg,Hamburger SV,2:3 ,1980/1981,1
2,Paul Breitner,Zentrales Mittelfeld,FC Bayern München,Eike Immel,1:0,42',FC Bayern München,Borussia Dortmund,5:3 ,1980/1981,1
3,Georg Volkert,Linksaußen,1.FC Nürnberg,Thomas Zander,0:2,22',TSV 1860 München,1.FC Nürnberg,2:4 ,1980/1981,1
3,Dietmar Demuth,Abwehr,Bayer 04 Leverkusen,Jürgen Pahl,3:1,84',Bayer 04 Leverkusen,Eintracht Frankfurt,3:2 ,1980/1981,1
4,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Toni Schumacher,0:1,43',1.FC Köln,Hamburger SV,0:3 ,1980/1981,1
5,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Jürgen Pahl,1:0,17',Hamburger SV,Eintracht Frankfurt,3:1 ,1980/1981,1
5,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Helmut Roleder,2:1,38',VfB Stuttgart,Borussia Mönchengladbach,4:2 ,1980/1981,1
7,Hans-Joachim Abel,Mittelstürmer,VfL Bochum,Klaus Funk,0:0,57',VfL Bochum,Eintracht Frankfurt,2:0 ,1980/1981,1
7,Friedhelm Funkel,Offensives Mittelfeld,1.FC Kaiserslautern,Bernhard Hartmann,0:4,88',1.FC Nürnberg,1.FC Kaiserslautern,0:4 ,1980/1981,1
14,Frank Ordenewitz,Mittelstürmer,SV Werder Bremen,Ralf Zumdick,2:0,77',SV Werder Bremen,VfL Bochum,2:0 ,1988/1989,1
16,Hans-Georg Dreßen,Mittelfeld,Borussia Mönchengladbach,Eike Immel,2:0,54',Borussia Mönchengladbach,VfB Stuttgart,2:2 ,1988/1989,1
19,Siegfried Reich,Mittelstürmer,Hannover 96,Eike Immel,2:0,73',Hannover 96,VfB Stuttgart,2:0 ,1988/1989,1
19,Martin Wagner,Linkes Mittelfeld,1.FC Nürnberg,Bodo Illgner,1:1,90',1.FC Köln,1.FC Nürnberg,1:1 ,1988/1989,1
20,Dirk Bakalorz,Zentrales Mittelfeld,Eintracht Frankfurt,Volker Ippig,1:0,36',Eintracht Frankfurt,FC St. Pauli,1:1 ,1988/1989,1
20,Egon Flad,Mittelfeld,FC St. Pauli,Ulrich Stein,1:1,79',Eintracht Frankfurt,FC St. Pauli,1:1 ,1988/1989,1
22,Manfred Burgsmüller,Mittelstürmer,SV Werder Bremen,Uwe Zimmermann,1:0,28',SV Werder Bremen,SV Waldhof Mannheim,2:1 ,1988/1989,1
22,Martin Kree,Innenverteidiger,VfL Bochum,Andreas Köpke,1:0,67',VfL Bochum,1.FC Nürnberg,1:0 ,1988/1989,1
24,Pierre Littbarski,Offensives Mittelfeld,1.FC Köln,Richard Golz,0:1,67',Hamburger SV,1.FC Köln,0:1 ,1988/1989,1
24,Wolfgang Rolff,Zentrales Mittelfeld,Bayer 04 Leverkusen,Kari Laukkanen,1:3,78',Bayer 04 Leverkusen,Stuttgarter Kickers,1:3 ,1988/1989,1
7,Rouwen Hennings,Mittelstürmer,Fortuna Düsseldorf,Rune Jarstein,0:1,32',Hertha BSC,Fortuna Düsseldorf,3:1 ,2019/2020,1
7,Daniel Brosinski,Rechter Verteidiger,1.FSV Mainz 05,Leopold Zingerle,1:2,32',SC Paderborn 07,1.FSV Mainz 05,1:2 ,2019/2020,1
7,Milot Rashica,Linksaußen,SV Werder Bremen,Frederik Rönnow,2:2,90',Eintracht Frankfurt,SV Werder Bremen,2:2 ,2019/2020,1
8,Gonçalo Paciência,Mittelstürmer,Eintracht Frankfurt,Lukas Hradecky,2:0,16',Eintracht Frankfurt,Bayer 04 Leverkusen,3:0 ,2019/2020,1
9,Sebastian Polter,Mittelstürmer,1.FC Union Berlin,Manuel Neuer,2:1,86',FC Bayern München,1.FC Union Berlin,2:1 ,2019/2020,1
10,Rouwen Hennings,Mittelstürmer,Fortuna Düsseldorf,Timo Horn,1:0,38',Fortuna Düsseldorf,1.FC Köln,2:0 ,2019/2020,1
10,Alfred Finnbogason,Mittelstürmer,FC Augsburg,Alexander Nübel,2:1,60',FC Augsburg,FC Schalke 04,2:3 ,2019/2020,1
10,Mario Götze,Offensives Mittelfeld,Borussia Dortmund,Pavao Pervan,3:0,88',Borussia Dortmund,VfL Wolfsburg,3:0 ,2019/2020,1
10,Sebastian Polter,Mittelstürmer,1.FC Union Berlin,Rune Jarstein,1:0,90',1.FC Union Berlin,Hertha BSC,1:0 ,2019/2020,1
11,Timo Werner,Mittelstürmer,RasenBallsport Leipzig,Rune Jarstein,1:1,38',Hertha BSC,RasenBallsport Leipzig,2:4 ,2019/2020,1
1,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Wolfgang Kneib,3:0,22',Hamburger SV,Borussia Mönchengladbach,3:0 ,1978/1979,1
1,Jürgen Röber,Rechtes Mittelfeld,SV Werder Bremen,Wilfried Woyke,3:1,78',Fortuna Düsseldorf,SV Werder Bremen,3:1 ,1978/1979,1
2,Georg Volkert,Linksaußen,VfB Stuttgart,Manfred Müller,2:0,37',VfB Stuttgart,1.FC Nürnberg,4:0 ,1978/1979,1
3,Horst Weyerich,Libero,1.FC Nürnberg,Norbert Nigbur,2:0,75',1.FC Nürnberg,Hertha BSC,2:1 ,1978/1979,1
3,Holger Brück,Libero,Hertha BSC,Manfred Müller,2:1,87',1.FC Nürnberg,Hertha BSC,2:1 ,1978/1979,1
4,Jürgen Kalb,Innenverteidiger,SV Darmstadt 98,Ronnie Hellström,2:2,80',SV Darmstadt 98,1.FC Kaiserslautern,2:2 ,1978/1979,1
5,Holger Brück,Libero,Hertha BSC,Rudi Kargus,2:1,52',Hamburger SV,Hertha BSC,4:1 ,1978/1979,1
5,Bernd Martin,Mittelstürmer,VfB Stuttgart,Eike Immel,3:3,81',Borussia Dortmund,VfB Stuttgart,4:3 ,1978/1979,1
7,Werner Lorant,Defensives Mittelfeld,Eintracht Frankfurt,Reinhard Mager,0:0,22',Eintracht Frankfurt,VfL Bochum,4:2 ,1978/1979,1
7,Werner Lorant,Defensives Mittelfeld,Eintracht Frankfurt,Reinhard Mager,0:0,61',Eintracht Frankfurt,VfL Bochum,4:2 ,1978/1979,1
8,Frank Pagelsdorf,Mittelfeld,Arminia Bielefeld,Helmut Roleder,1:1,17',VfB Stuttgart,Arminia Bielefeld,2:2 ,1982/1983,1
8,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Jürgen Pahl,1:1,51',Borussia Mönchengladbach,Eintracht Frankfurt,3:1 ,1982/1983,1
8,Stephan Engels,Defensives Mittelfeld,1.FC Köln,Rudolf Wimmer,4:1,79',1.FC Köln,Karlsruher SC,4:1 ,1982/1983,1
9,Karl-Heinz Körbel,Innenverteidiger,Eintracht Frankfurt,Helmut Roleder,1:0,21',Eintracht Frankfurt,VfB Stuttgart,3:0 ,1982/1983,1
9,Paul Breitner,Zentrales Mittelfeld,FC Bayern München,Ulrich Stein,1:2,49',FC Bayern München,Hamburger SV,2:2 ,1982/1983,1
9,Reiner Hollmann,Abwehr,Eintracht Braunschweig,Rudi Kargus,2:1,53',Eintracht Braunschweig,1.FC Nürnberg,2:2 ,1982/1983,1
9,Karl-Heinz Körbel,Innenverteidiger,Eintracht Frankfurt,Helmut Roleder,3:0,74',Eintracht Frankfurt,VfB Stuttgart,3:0 ,1982/1983,1
10,Lothar Woelk,Libero,VfL Bochum,Helmut Roleder,3:1,58',VfB Stuttgart,VfL Bochum,5:2 ,1982/1983,1
10,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Bernd Franke,3:0,71',Hamburger SV,Eintracht Braunschweig,4:0 ,1982/1983,1
10,Horst Weyerich,Libero,1.FC Nürnberg,Dieter Burdenski,2:0,75',1.FC Nürnberg,SV Werder Bremen,2:0 ,1982/1983,1
1,Andreas Brehme,Linker Verteidiger,1.FC Kaiserslautern,Helmut Roleder,2:0,19',1.FC Kaiserslautern,VfB Stuttgart,2:1 ,1984/1985,1
1,Helmut Winklhofer,Rechter Verteidiger,Bayer 04 Leverkusen,Uwe Greiner,2:1,24',Bayer 04 Leverkusen,Fortuna Düsseldorf,4:3 ,1984/1985,1
1,Peter Lux,Mittelfeld,Eintracht Braunschweig,Toni Schumacher,1:1,45',Eintracht Braunschweig,1.FC Köln,1:3 ,1984/1985,1
1,Klaus Allofs,Mittelstürmer,1.FC Köln,Bernd Franke,1:2,49',Eintracht Braunschweig,1.FC Köln,1:3 ,1984/1985,1
1,Frank Mill,Mittelstürmer,Borussia Mönchengladbach,Walter Junghans,3:1,57',Borussia Mönchengladbach,FC Schalke 04,3:1 ,1984/1985,1
1,Michael Zorc,Defensives Mittelfeld,Borussia Dortmund,Ulrich Stein,1:1,73',Borussia Dortmund,Hamburger SV,1:2 ,1984/1985,1
1,Ásgeir Sigurvinsson,Offensives Mittelfeld,VfB Stuttgart,Gerry Ehrmann,2:1,80',1.FC Kaiserslautern,VfB Stuttgart,2:1 ,1984/1985,1
2,Michael Zorc,Defensives Mittelfeld,Borussia Dortmund,Werner Vollack,0:1,7',KFC Uerdingen 05,Borussia Dortmund,2:1 ,1984/1985,1
2,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Ulrich Sude,1:1,86',Hamburger SV,Borussia Mönchengladbach,1:1 ,1984/1985,1
3,Günter Sebert,Libero,SV Waldhof Mannheim,Bernd Franke,0:1,2',Eintracht Braunschweig,SV Waldhof Mannheim,0:1 ,1984/1985,1
7,Karl Allgöwer,Zentrales Mittelfeld,VfB Stuttgart,Jörg Schmadtke,2:0,42',VfB Stuttgart,Fortuna Düsseldorf,3:0 ,1986/1987,1
7,Karl Allgöwer,Zentrales Mittelfeld,VfB Stuttgart,Jörg Schmadtke,3:0,80',VfB Stuttgart,Fortuna Düsseldorf,3:0 ,1986/1987,1
9,Holger Fach,Libero,Fortuna Düsseldorf,Wolfgang de Beer,1:1,30',Borussia Dortmund,Fortuna Düsseldorf,4:1 ,1986/1987,1
9,Michael Lameck,Defensives Mittelfeld,VfL Bochum,Jean-Marie Pfaff,2:1,44',FC Bayern München,VfL Bochum,3:2 ,1986/1987,1
9,Herbert Waas,Mittelstürmer,Bayer 04 Leverkusen,Dieter Burdenski,3:1,63',Bayer 04 Leverkusen,SV Werder Bremen,4:1 ,1986/1987,1
10,Stephan Engels,Defensives Mittelfeld,1.FC Köln,Wolfgang de Beer,1:0,8',1.FC Köln,Borussia Dortmund,2:0 ,1986/1987,1
10,Christian Schreier,Offensives Mittelfeld,Bayer 04 Leverkusen,Ralf Zumdick,2:1,46',VfL Bochum,Bayer 04 Leverkusen,2:1 ,1986/1987,1
10,Michael Kutzop,Abwehr,SV Werder Bremen,Uwe Zimmermann,4:2,86',SV Werder Bremen,SV Waldhof Mannheim,4:2 ,1986/1987,1
11,Michael Kutzop,Abwehr,SV Werder Bremen,Klaus Scherer,0:1,45',FC 08 Homburg,SV Werder Bremen,0:1 ,1986/1987,1
11,Wolfram Wuttke,Hängende Spitze,1.FC Kaiserslautern,Eike Immel,1:1,84',VfB Stuttgart,1.FC Kaiserslautern,1:1 ,1986/1987,1
1,Harald Konopka,Libero,1.FC Köln,Thomas Zander,1:1,40',Hertha BSC,1.FC Köln,2:1 ,1975/1976,1
1,Johannes Riedl,Sturm,1.FC Kaiserslautern,Bernd Helmschrot,1:0,51',1.FC Kaiserslautern,Kickers Offenbach,2:2 ,1975/1976,1
1,Erich Beer,Offensives Mittelfeld,Hertha BSC,Toni Schumacher,2:1,65',Hertha BSC,1.FC Köln,2:1 ,1975/1976,1
3,Bernard Dietz,Libero,MSV Duisburg,Bernd Helmschrot,2:1,31',MSV Duisburg,Kickers Offenbach,6:2 ,1975/1976,1
3,Ernst Diehl,Libero,1.FC Kaiserslautern,Franz-Josef Pauly,2:1,80',1.FC Kaiserslautern,Hannover 96,2:2 ,1975/1976,1
4,Horst-Dieter Höttges,Libero,SV Werder Bremen,Horst Wolter,3:1,53',SV Werder Bremen,Hertha BSC,3:2 ,1975/1976,1
4,Michael Lameck,Defensives Mittelfeld,VfL Bochum,Norbert Nigbur,0:0,55',FC Schalke 04,VfL Bochum,1:1 ,1975/1976,1
5,Erich Beer,Offensives Mittelfeld,Hertha BSC,Manfred Kroke,2:0,38',Hertha BSC,KFC Uerdingen 05,5:0 ,1975/1976,1
5,Josef Hickersberger,Offensives Mittelfeld,Kickers Offenbach,Werner Scholz,0:0,40',VfL Bochum,Kickers Offenbach,5:1 ,1975/1976,1
5,Erich Beer,Offensives Mittelfeld,Hertha BSC,Manfred Kroke,3:0,42',Hertha BSC,KFC Uerdingen 05,5:0 ,1975/1976,1
1,Willi Neuberger,Linkes Mittelfeld,Wuppertaler SV,Dietmar Linders,0:0,35',Wuppertaler SV,MSV Duisburg,1:4 ,1974/1975,1
1,Rainer Geye,Mittelstürmer,Fortuna Düsseldorf,Thomas Zander,1:2,45',Hertha BSC,Fortuna Düsseldorf,3:3 ,1974/1975,1
1,Klaus Fischer,Mittelstürmer,FC Schalke 04,Ronnie Hellström,2:1,50',FC Schalke 04,1.FC Kaiserslautern,2:1 ,1974/1975,1
1,Hans-Joachim Weller,Zentrales Mittelfeld,VfB Stuttgart,Werner Scholz,0:0,76',VfB Stuttgart,VfL Bochum,1:0 ,1974/1975,1
1,Dieter Herzog,Linksaußen,Fortuna Düsseldorf,Thomas Zander,2:3,86',Hertha BSC,Fortuna Düsseldorf,3:3 ,1974/1975,1
1,Ludwig Müller,Libero,Hertha BSC,Wilfried Woyke,3:3,90',Hertha BSC,Fortuna Düsseldorf,3:3 ,1974/1975,1
2,Werner Balte,Offensives Mittelfeld,VfL Bochum,Toni Schumacher,1:1,24',VfL Bochum,1.FC Köln,3:2 ,1974/1975,1
2,Rainer Geye,Mittelstürmer,Fortuna Düsseldorf,Gerhard Heinze,2:0,54',Fortuna Düsseldorf,VfB Stuttgart,4:0 ,1974/1975,1
3,Rainer Bonhof,Defensives Mittelfeld,Borussia Mönchengladbach,Hubert Birkenmeier,1:1,36',Borussia Mönchengladbach,Tennis Borussia Berlin,3:1 ,1974/1975,1
3,Rainer Geye,Mittelstürmer,Fortuna Düsseldorf,Toni Schumacher,2:2,68',1.FC Köln,Fortuna Düsseldorf,2:2 ,1974/1975,1
18,Laurentiu Reghecampf,Rechtes Mittelfeld,Alemannia Aachen,Hans Jörg Butt,1:0,10',Alemannia Aachen,Bayer 04 Leverkusen,2:3 ,2006/2007,1
18,Marko Pantelic,Mittelstürmer,Hertha BSC,Simon Jentzsch,2:1,86',Hertha BSC,VfL Wolfsburg,2:1 ,2006/2007,1
19,Juan Pablo Sorín,Linker Verteidiger,Hamburger SV,Tomislav Piplica,1:0,4',Hamburger SV,FC Energie Cottbus,1:1 ,2006/2007,1
19,Rafinha,Rechter Verteidiger,FC Schalke 04,Stephan Straub,1:1,23',FC Schalke 04,Alemannia Aachen,2:1 ,2006/2007,1
19,Leon Andreasen,Zentrales Mittelfeld,1.FSV Mainz 05,Roman Weidenfeller,1:0,61',1.FSV Mainz 05,Borussia Dortmund,1:0 ,2006/2007,1
19,Abdelaziz Ahanfouf,Mittelstürmer,Arminia Bielefeld,Timo Hildebrand,3:2,87',VfB Stuttgart,Arminia Bielefeld,3:2 ,2006/2007,1
20,Laurentiu Reghecampf,Rechtes Mittelfeld,Alemannia Aachen,Robert Enke,1:2,26',Alemannia Aachen,Hannover 96,1:4 ,2006/2007,1
20,Szabolcs Huszti,Zentrales Mittelfeld,Hannover 96,Stephan Straub,1:3,31',Alemannia Aachen,Hannover 96,1:4 ,2006/2007,1
21,Rafael van der Vaart,Offensives Mittelfeld,Hamburger SV,Roman Weidenfeller,1:0,11',Hamburger SV,Borussia Dortmund,3:0 ,2006/2007,1
21,Mohamed Zidan,Hängende Spitze,1.FSV Mainz 05,Tomislav Piplica,3:1,39',1.FSV Mainz 05,FC Energie Cottbus,4:1 ,2006/2007,1
1,Werner Balte,Offensives Mittelfeld,VfL Bochum,Manfred Müller,2:0,24',VfL Bochum,Wuppertaler SV,2:1 ,1973/1974,1
1,Dietmar Danner,Linkes Mittelfeld,Borussia Mönchengladbach,Wolfgang Fahrian,2:0,37',Borussia Mönchengladbach,SC Fortuna Köln,3:1 ,1973/1974,1
1,Hannes Löhr,Linksaußen,1.FC Köln,Dr. Peter Kunter,1:0,68',1.FC Köln,Eintracht Frankfurt,1:1 ,1973/1974,1
2,Jupp Heynckes,Mittelstürmer,Borussia Mönchengladbach,Fritz Stefens,2:3,48',Rot-Weiss Essen,Borussia Mönchengladbach,2:6 ,1973/1974,1
3,Gerd Müller,Mittelstürmer,FC Bayern München,Heinz Blasey,1:0,60',FC Bayern München,Rot-Weiss Essen,2:0 ,1973/1974,1
3,Bernd Lehmann,Offensives Mittelfeld,MSV Duisburg,Gerhard Welz,5:1,68',MSV Duisburg,1.FC Köln,5:1 ,1973/1974,1
3,Jürgen Kalb,Innenverteidiger,Eintracht Frankfurt,Sepp Stabel,1:3,77',1.FC Kaiserslautern,Eintracht Frankfurt,1:4 ,1973/1974,1
4,Bernd Lehmann,Offensives Mittelfeld,MSV Duisburg,Wilfried Woyke,1:1,48',Fortuna Düsseldorf,MSV Duisburg,2:1 ,1973/1974,1
4,Hans Siemensmeyer,Hängende Spitze,Hannover 96,Werner Scholz,1:2,64',Hannover 96,VfL Bochum,1:2 ,1973/1974,1
4,Herbert Hein,Abwehr,1.FC Köln,Sepp Stabel,3:0,78',1.FC Köln,1.FC Kaiserslautern,3:1 ,1973/1974,1
1,Benno Möhlmann,Mittelfeld,SV Werder Bremen,Wolfgang Kleff,1:1,13',Borussia Mönchengladbach,SV Werder Bremen,2:4 ,1981/1982,1
1,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Dieter Burdenski,2:1,15',Borussia Mönchengladbach,SV Werder Bremen,2:4 ,1981/1982,1
2,Hans-Joachim Abel,Mittelstürmer,VfL Bochum,Uwe Greiner,0:1,29',Bayer 04 Leverkusen,VfL Bochum,0:3 ,1981/1982,1
2,Rainer Bonhof,Defensives Mittelfeld,1.FC Köln,Rudi Kargus,0:1,53',1.FC Nürnberg,1.FC Köln,1:3 ,1981/1982,1
3,Rudolf Seliger,Mittelstürmer,MSV Duisburg,Armin Reichel,2:0,52',MSV Duisburg,1.FC Kaiserslautern,3:1 ,1981/1982,1
4,Rainer Bonhof,Defensives Mittelfeld,1.FC Köln,Jürgen Pahl,2:0,79',1.FC Köln,Eintracht Frankfurt,2:0 ,1981/1982,1
4,Bodo Mattern,Mittelstürmer,SV Darmstadt 98,Reinhard Mager,2:0,88',SV Darmstadt 98,VfL Bochum,2:0 ,1981/1982,1
5,Rudolf Seliger,Mittelstürmer,MSV Duisburg,Rudi Kargus,2:0,33',MSV Duisburg,1.FC Nürnberg,3:2 ,1981/1982,1
5,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Armin Reichel,2:0,35',Borussia Mönchengladbach,1.FC Kaiserslautern,2:2 ,1981/1982,1
5,Rudolf Seliger,Mittelstürmer,MSV Duisburg,Rudi Kargus,3:0,36',MSV Duisburg,1.FC Nürnberg,3:2 ,1981/1982,1
6,Uwe Bein,Offensives Mittelfeld,Kickers Offenbach,Joachim Jüriens,1:0,27',Kickers Offenbach,Eintracht Frankfurt,2:1 ,1983/1984,1
6,Marcel Raducanu,Offensives Mittelfeld,Borussia Dortmund,Rüdiger Vollborn,1:1,31',Bayer 04 Leverkusen,Borussia Dortmund,4:2 ,1983/1984,1
6,Andreas Brehme,Linker Verteidiger,1.FC Kaiserslautern,Wolfgang Kneib,3:1,40',Arminia Bielefeld,1.FC Kaiserslautern,3:2 ,1983/1984,1
6,Friedhelm Funkel,Offensives Mittelfeld,KFC Uerdingen 05,Helmut Roleder,2:1,42',KFC Uerdingen 05,VfB Stuttgart,3:2 ,1983/1984,1
6,Gerd Zewe,Rechter Verteidiger,Fortuna Düsseldorf,Ulrich Stein,2:2,52',Fortuna Düsseldorf,Hamburger SV,2:3 ,1983/1984,1
6,Lothar Matthäus,Defensives Mittelfeld,Borussia Mönchengladbach,Ralf Zumdick,0:3,79',VfL Bochum,Borussia Mönchengladbach,0:4 ,1983/1984,1
6,Friedhelm Funkel,Offensives Mittelfeld,KFC Uerdingen 05,Helmut Roleder,3:2,81',KFC Uerdingen 05,VfB Stuttgart,3:2 ,1983/1984,1
7,Andreas Brehme,Linker Verteidiger,1.FC Kaiserslautern,Wolfgang Kleff,1:0,11',1.FC Kaiserslautern,Fortuna Düsseldorf,5:2 ,1983/1984,1
7,Marcel Raducanu,Offensives Mittelfeld,Borussia Dortmund,Wolfgang Kneib,1:0,45',Borussia Dortmund,Arminia Bielefeld,1:0 ,1983/1984,1
7,Karl-Heinz Rummenigge,Mittelstürmer,FC Bayern München,Uwe Zimmermann,6:0,89',FC Bayern München,SV Waldhof Mannheim,6:0 ,1983/1984,1
